14654551,1170209,2016-03-28T06:31:00.000+03:00,SMS,12134,230,1,1,0.0,2016-03
16342809,862919,2016-03-28T15:04:16.000+03:00,DATA,30039,0,0,6810,0.074218,2016-03
19599303,1766219,2016-03-25T18:42:07.000+02:00,DATA,9797,0,0,3249,0.027343,2016-03
14648668,984019,2016-03-10T17:17:19.000+02:00,VOICE,41910,1,0,3,0.0,2016-03
14465610,540319,2016-03-18T13:58:02.000+02:00,DATA,2506,0,0,0,0.000976,2016-03
13599934,626219,2016-02-09T15:17:23.000+02:00,SMS,29980,1,1,1,0.0,2016-02
19094830,504119,2016-03-22T16:12:49.000+02:00,SMS,11812,1,1,1,0.0,2016-03
19125152,1815419,2016-03-12T17:16:48.000+02:00,VOICE,25889,1,0,7,0.0,2016-03
3315416,1251609,2016-01-16T16:48:35.000+02:00,VOICE,42517,27,0,25,0.0,2016-01
9442455,1781009,2016-02-08T10:23:41.000+02:00,SMS,2384,1,0,1,0.0,2016-02
19866945,400609,2016-03-18T09:26:23.000+02:00,DATA,25889,0,0,485,0.002929,2016-03
3745613,729119,2016-01-27T07:04:12.000+02:00,VOICE,19693,1,0,9,0.0,2016-01
501507,1411019,2016-01-02T19:21:51.000+02:00,VOICE,29420,27,0,6,0.0,2016-01
6605696,1656209,2016-01-13T15:00:32.000+02:00,DATA,24774,0,0,533,1.180654,2016-01
13221880,1695319,2016-02-03T12:30:46.000+02:00,VOICE,28334,1,0,5,0.0,2016-02
19956173,1352119,2016-03-18T08:34:04.000+02:00,VOICE,30661,44,0,1006,0.0,2016-03
14349826,1218309,2016-03-16T14:50:55.000+02:00,VOICE,25889,1,0,4,0.0,2016-03
2652309,1661919,2016-01-22T14:15:09.000+02:00,DATA,19682,0,0,5035,0.010742,2016-01
1344203,801709,2016-01-19T18:44:48.000+02:00,SMS,4574,1,1,1,0.0,2016-01
21321991,1097709,2016-03-13T09:45:07.000+02:00,SMS,28334,1,1,1,0.0,2016-03
7411789,833709,2016-02-05T00:04:18.000+02:00,DATA,31202,0,0,1741,0.008789,2016-02
20024008,809409,2016-03-31T13:32:45.000+03:00,VOICE,32924,1,0,3,0.0,2016-03
11457611,1705209,2016-02-14T16:15:21.000+02:00,DATA,18998,0,0,4900,0.020507,2016-02
6489131,1505009,2016-01-29T15:59:38.000+02:00,VOICE,2384,1,1,7,0.0,2016-01
11612692,571819,2016-02-22T13:49:43.000+02:00,VOICE,23558,1,0,90,0.0,2016-02
11099678,882519,2016-02-16T13:55:17.000+02:00,SMS,11812,1,0,1,0.0,2016-02
5547783,635219,2016-01-20T11:37:42.000+02:00,VOICE,38982,1,0,624,0.0,2016-01
16584493,990819,2016-03-27T11:27:48.000+03:00,VOICE,18771,1,1,1259,0.0,2016-03
8100409,1201109,2016-02-01T19:31:02.000+02:00,VOICE,17799,27,0,0,0.0,2016-02
17247984,1709819,2016-03-14T18:45:56.000+02:00,VOICE,32949,1,1,11,0.0,2016-03
2989564,575109,2016-01-05T17:09:54.000+02:00,VOICE,31362,27,0,1,0.0,2016-01
3487954,1494319,2016-01-24T10:48:58.000+02:00,SMS,28334,2,1,1,0.0,2016-01
21577824,1927219,2016-03-27T22:26:05.000+03:00,VOICE,237,1,0,112,0.0,2016-03
5647370,1763609,2016-01-22T17:32:54.000+02:00,VOICE,19607,1,0,290,0.0,2016-01
2119959,1287319,2016-01-11T20:35:48.000+02:00,DATA,25889,0,0,2,0.011718,2016-01
11616124,667619,2016-02-11T20:41:18.000+02:00,VOICE,42580,27,0,0,0.0,2016-02
4047737,1748319,2016-01-01T20:32:15.000+02:00,SMS,10536,1,0,1,0.0,2016-01
10207384,892319,2016-02-29T01:10:17.000+02:00,DATA,4574,0,0,882,0.008789,2016-02
22111946,1827719,2016-03-24T15:56:19.000+02:00,SMS,5627,1,1,1,0.0,2016-03
18480788,857319,2016-03-10T12:12:18.000+02:00,DATA,28334,0,0,1,0.001952,2016-03
21342624,1938919,2016-03-09T22:28:24.000+02:00,DATA,23381,0,0,1407,1.320312,2016-03
22596748,1411409,2016-03-17T10:00:00.000+02:00,DATA,42319,0,0,4373,0.124998,2016-03
11975873,1062209,2016-02-24T04:12:43.000+02:00,DATA,11422,0,0,3485,0.661131,2016-02
16761321,1091819,2016-03-18T09:06:41.000+02:00,DATA,4037,0,0,4207,0.127929,2016-03
16564376,380119,2016-03-27T00:46:40.000+02:00,SMS,36675,1,1,1,0.0,2016-03
19362657,1488509,2016-03-18T13:53:27.000+02:00,SMS,7229,1,0,1,0.0,2016-03
14944386,1847909,2016-03-30T11:30:45.000+03:00,VOICE,42506,1,0,318,0.0,2016-03
17939047,1965119,2016-03-25T06:13:12.000+02:00,DATA,32790,0,0,1767,0.02832,2016-03
6731618,192819,2016-01-03T12:15:08.000+02:00,VOICE,1144,1,0,2493,0.0,2016-01
19755274,717519,2016-03-27T22:15:26.000+03:00,SMS,25889,1,1,1,0.0,2016-03
16096950,1590719,2016-03-19T12:18:37.000+02:00,SMS,19631,1,0,1,0.0,2016-03
1136480,1692119,2016-01-20T22:07:27.000+02:00,SMS,7975,1,0,1,0.0,2016-01
18627049,992219,2016-03-21T04:49:00.000+02:00,DATA,42526,0,0,4,0.003906,2016-03
8103762,1254019,2016-02-26T19:13:37.000+02:00,SMS,20901,1,1,1,0.0,2016-02
20629974,1504809,2016-03-07T17:29:14.000+02:00,VOICE,10769,1,0,5,0.0,2016-03
11390150,1434309,2016-02-12T08:22:31.000+02:00,DATA,26121,0,0,11,0.101561,2016-02
21936834,886209,2016-03-09T10:15:44.000+02:00,VOICE,12134,1,0,28,0.0,2016-03
21225799,1174719,2016-03-27T13:40:20.000+03:00,DATA,24978,0,0,527,0.196289,2016-03
14461104,1975309,2016-03-27T21:59:55.000+03:00,VOICE,17233,1,0,4,0.0,2016-03
19265078,1974619,2016-03-24T19:00:25.000+02:00,DATA,25890,0,0,7089,3.990233,2016-03
12327951,1645619,2016-02-13T15:28:49.000+02:00,DATA,4774,0,0,0,0.000976,2016-02
19294378,1447119,2016-03-08T01:41:54.000+02:00,DATA,24379,0,0,3,0.011718,2016-03
2185846,585609,2016-01-07T20:21:46.000+02:00,SMS,38169,1,0,1,0.0,2016-01
15550384,1771509,2016-03-13T21:41:31.000+02:00,SMS,32949,1,1,1,0.0,2016-03
5134614,1677609,2016-01-28T13:58:49.000+02:00,VOICE,2477,13,0,27,0.0,2016-01
13441509,1580519,2016-02-29T07:24:56.000+02:00,VOICE,29237,1,1,51,0.0,2016-02
8120946,1673809,2016-02-16T09:34:51.000+02:00,VOICE,19798,1,1,1,0.0,2016-02
9814625,1248719,2016-02-25T13:48:13.000+02:00,VOICE,25889,44,0,6,0.0,2016-02
842848,20119,2016-01-27T18:10:13.000+02:00,VOICE,35724,1,1,110,0.0,2016-01
14500023,1980619,2016-03-22T18:29:36.000+02:00,DATA,29273,0,0,322,0.019531,2016-03
15322680,542719,2016-03-20T01:32:13.000+02:00,SMS,237,1,1,1,0.0,2016-03
14589657,1976609,2016-03-19T14:08:04.000+02:00,VOICE,25889,1,1,18,0.0,2016-03
19112341,1380509,2016-03-25T15:22:30.000+02:00,VOICE,23702,27,0,0,0.0,2016-03
22056167,1958109,2016-03-30T12:17:19.000+03:00,VOICE,10301,1,0,2,0.0,2016-03
1999353,1680009,2016-01-24T11:10:09.000+02:00,VOICE,9251,1,0,5,0.0,2016-01
15998931,1061419,2016-03-16T17:48:27.000+02:00,VOICE,40669,1,1,905,0.0,2016-03
18568217,450519,2016-03-07T22:57:03.000+02:00,DATA,14318,0,0,7084,0.154296,2016-03
2479601,1500309,2016-01-23T13:29:10.000+02:00,SMS,19694,5,1,1,0.0,2016-01
12489614,1486619,2016-02-08T16:45:03.000+02:00,SMS,12160,1,0,1,0.0,2016-02
19138701,228219,2016-03-02T11:45:43.000+02:00,DATA,4577,0,0,17,0.037108,2016-03
6466772,1709219,2016-01-04T21:01:28.000+02:00,DATA,19874,0,0,2,0.020507,2016-01
14491252,1689619,2016-03-09T21:08:13.000+02:00,VOICE,3987,1,0,5,0.0,2016-03
15033131,1663319,2016-03-09T09:59:23.000+02:00,SMS,13417,1,0,1,0.0,2016-03
16322182,1590019,2016-03-11T11:00:00.000+02:00,DATA,39254,0,0,3043,0.687479,2016-03
1868472,1300819,2016-01-07T03:58:37.000+02:00,DATA,19197,0,0,3104,0.080078,2016-01
16648123,1860819,2016-03-07T21:50:44.000+02:00,VOICE,3534,1,0,309,0.0,2016-03
4937240,1594309,2016-01-09T14:56:48.000+02:00,VOICE,35815,1,1,175,0.0,2016-01
10433531,406309,2016-02-05T15:17:34.000+02:00,DATA,18043,0,0,3910,0.001953,2016-02
2522249,1035719,2016-01-05T19:23:48.000+02:00,VOICE,40211,1,0,5,0.0,2016-01
13902274,824209,2016-02-24T15:19:41.000+02:00,DATA,41758,0,0,3304,0.152343,2016-02
1732405,406519,2016-01-18T08:51:50.000+02:00,SMS,24825,1,1,1,0.0,2016-01
18275653,888209,2016-03-12T14:08:47.000+02:00,VOICE,36748,1,0,18,0.0,2016-03
11912037,1340809,2016-02-01T19:01:16.000+02:00,DATA,14864,0,0,7026,0.752929,2016-02
20912149,1747109,2016-03-12T17:35:05.000+02:00,VOICE,5573,1,0,1,0.0,2016-03
8580392,1927409,2016-02-12T09:56:24.000+02:00,VOICE,40910,1,0,22,0.0,2016-02
17281101,1299309,2016-03-13T17:44:35.000+02:00,VOICE,41703,1,0,23,0.0,2016-03
2459867,1635219,2016-01-08T17:09:11.000+02:00,VOICE,1256,1,1,197,0.0,2016-01
2804401,341219,2016-01-02T19:19:05.000+02:00,SMS,1144,12,1,1,0.0,2016-01
22316493,1537519,2016-03-12T21:08:38.000+02:00,VOICE,3684,1,1,26,0.0,2016-03
20965207,1819319,2016-03-16T11:06:55.000+02:00,DATA,36044,0,0,1501,0.027342,2016-03
3632450,1698219,2016-01-14T23:00:02.000+02:00,DATA,3891,0,0,4492,8.784161,2016-01
16595918,1454409,2016-03-12T15:05:34.000+02:00,DATA,30063,0,0,1987,3.708984,2016-03
2816384,854209,2016-01-22T16:35:58.000+02:00,DATA,25893,0,0,1001,1.608396,2016-01
12980637,1290519,2016-02-10T19:25:56.000+02:00,DATA,28683,0,0,2701,3.824215,2016-02
2125887,1634419,2016-01-11T10:47:42.000+02:00,VOICE,33445,1,0,119,0.0,2016-01
16139083,2001809,2016-03-26T05:11:25.000+02:00,VOICE,2384,1,1,38,0.0,2016-03
2995747,1014709,2016-01-04T16:04:24.000+02:00,DATA,30039,0,0,6530,0.723632,2016-01
10383905,243209,2016-02-20T12:14:25.000+02:00,DATA,4577,0,0,1889,0.071287,2016-02
15346306,1620009,2016-03-07T05:27:23.000+02:00,DATA,26221,0,0,2752,0.049804,2016-03
21681620,1295609,2016-03-07T19:35:46.000+02:00,SMS,8506,1,0,1,0.0,2016-03
21624403,1049619,2016-03-06T00:43:10.000+02:00,VOICE,12293,185,0,773,0.0,2016-03
17896496,1937519,2016-03-08T13:45:37.000+02:00,SMS,23636,1,1,1,0.0,2016-03
8044342,740119,2016-02-23T06:28:42.000+02:00,DATA,40079,0,0,14,0.073242,2016-02
21191968,1569019,2016-03-07T15:03:00.000+02:00,DATA,28334,0,0,3583,0.154293,2016-03
6668956,1587609,2016-01-22T20:49:36.000+02:00,SMS,34456,1,0,1,0.0,2016-01
15645394,1757009,2016-03-04T04:30:51.000+02:00,VOICE,30076,24,0,14,0.0,2016-03
10863903,826819,2016-02-03T21:11:43.000+02:00,VOICE,20889,44,0,33,0.0,2016-02
22463516,162809,2016-03-30T07:08:52.000+03:00,DATA,13076,0,0,8672,0.290038,2016-03
21049566,1441809,2016-03-17T22:02:04.000+02:00,SMS,12240,59,1,1,0.0,2016-03
17849674,1756609,2016-03-13T15:34:12.000+02:00,SMS,25889,2,1,1,0.0,2016-03
10081891,1370319,2016-02-13T00:58:38.000+02:00,SMS,19810,1,1,1,0.0,2016-02
3042824,1641409,2016-01-28T21:06:55.000+02:00,VOICE,37049,1,0,10,0.0,2016-01
8811058,1418219,2016-02-01T23:17:13.000+02:00,SMS,42526,1,1,1,0.0,2016-02
20398671,750109,2016-03-30T22:54:29.000+03:00,SMS,13076,1,0,1,0.0,2016-03
21601449,1619119,2016-03-05T10:33:46.000+02:00,VOICE,5556,27,0,0,0.0,2016-03
20373100,1746719,2016-03-26T14:11:33.000+02:00,VOICE,15095,1,0,652,0.0,2016-03
20485331,101619,2016-03-31T13:49:22.000+03:00,SMS,40174,1,1,1,0.0,2016-03
7137304,1712319,2016-02-03T19:10:30.000+02:00,DATA,25889,0,0,9570,0.717772,2016-02
22750321,177119,2016-03-23T17:50:49.000+02:00,VOICE,12133,1,0,18,0.0,2016-03
6183700,1411209,2016-01-03T04:39:08.000+02:00,DATA,237,0,0,3093,0.013671,2016-01
5186831,1049009,2016-01-07T23:25:14.000+02:00,DATA,25889,0,0,2,0.006835,2016-01
722590,1176309,2016-01-23T18:42:09.000+02:00,DATA,31398,0,0,452,0.000976,2016-01
15704539,824119,2016-03-04T18:13:15.000+02:00,SMS,30038,1,0,1,0.0,2016-03
9989006,1631219,2016-02-04T09:25:54.000+02:00,DATA,30063,0,0,2332,0.002929,2016-02
15889907,1801719,2016-03-11T14:25:56.000+02:00,SMS,4603,1,0,1,0.0,2016-03
7036691,1725019,2016-02-01T20:00:40.000+02:00,DATA,30660,0,0,2387,0.002929,2016-02
502426,1532409,2016-01-25T21:34:57.000+02:00,VOICE,28792,143,1,5694,0.0,2016-01
5204203,1465309,2016-01-09T01:39:18.000+02:00,DATA,4574,0,0,0,0.000976,2016-01
13889622,1151909,2016-02-06T12:08:12.000+02:00,DATA,19608,0,0,3716,0.148437,2016-02
16949639,1484119,2016-03-23T23:06:03.000+02:00,DATA,564,0,0,25,0.005858,2016-03
5454563,1193909,2016-01-17T08:56:59.000+02:00,VOICE,31398,185,0,726,0.0,2016-01
13499445,1316509,2016-02-26T18:29:31.000+02:00,VOICE,33458,1,1,14,0.0,2016-02
13223343,1873719,2016-02-27T21:37:17.000+02:00,VOICE,31752,1,0,3,0.0,2016-02
7753459,517719,2016-02-25T23:02:26.000+02:00,VOICE,27291,1,0,3,0.0,2016-02
6795554,1307119,2016-01-30T14:13:39.000+02:00,VOICE,22463,1,0,7,0.0,2016-01
5296228,1789619,2016-01-07T02:50:24.000+02:00,SMS,39513,2,1,1,0.0,2016-01
11889380,104719,2016-02-11T11:40:55.000+02:00,DATA,28115,0,0,3593,3.11914,2016-02
22308640,1222319,2016-03-23T15:57:02.000+02:00,VOICE,37372,1,0,6,0.0,2016-03
3676051,1563919,2016-01-30T17:05:33.000+02:00,VOICE,30063,1,1,31,0.0,2016-01
10291651,666019,2016-02-15T18:11:30.000+02:00,VOICE,19631,1,0,533,0.0,2016-02
2325272,1803119,2016-01-21T05:02:05.000+02:00,DATA,24759,0,0,6023,70.97166,2016-01
6598355,1332719,2016-01-25T11:52:18.000+02:00,DATA,19816,0,0,8,0.037104,2016-01
12675301,1130319,2016-02-24T13:34:00.000+02:00,DATA,30129,0,0,0,0.000976,2016-02
11523678,1638509,2016-02-23T06:07:03.000+02:00,VOICE,20723,1,0,26,0.0,2016-02
2667183,640009,2016-01-13T23:39:17.000+02:00,VOICE,25889,181,0,0,0.0,2016-01
8461543,1833909,2016-02-02T18:54:10.000+02:00,VOICE,9283,1,1,5,0.0,2016-02
5911429,607119,2016-01-06T12:46:10.000+02:00,SMS,41910,1,0,1,0.0,2016-01
20473935,1679009,2016-03-04T00:12:32.000+02:00,DATA,4577,0,0,836,3.99707,2016-03
20446783,586809,2016-03-14T01:02:36.000+02:00,VOICE,42690,1,0,2,0.0,2016-03
9266263,1319709,2016-02-08T17:22:35.000+02:00,VOICE,19691,1,1,86,0.0,2016-02
20883872,1160819,2016-03-17T00:19:55.000+02:00,SMS,26979,1,0,1,0.0,2016-03
2475818,1362219,2016-01-25T09:03:43.000+02:00,DATA,30713,0,0,4,0.001953,2016-01
18215626,1840919,2016-03-30T10:25:06.000+03:00,DATA,25889,0,0,6666,0.067382,2016-03
6958808,1638019,2016-01-29T17:10:18.000+02:00,SMS,11422,1,1,1,0.0,2016-01
22081182,1228719,2016-03-19T17:07:26.000+02:00,VOICE,27060,1,1,40,0.0,2016-03
4192913,575219,2016-01-06T05:04:05.000+02:00,DATA,25368,0,0,1472,0.1416,2016-01
17494340,758609,2016-03-06T02:07:07.000+02:00,DATA,26337,0,0,803,0.004882,2016-03
20241216,1512609,2016-03-05T18:58:22.000+02:00,SMS,24426,1,1,1,0.0,2016-03
13515964,1810209,2016-02-10T10:14:06.000+02:00,VOICE,7672,1,0,1685,0.0,2016-02
10227188,1432609,2016-02-29T13:33:40.000+02:00,SMS,13079,5,1,1,0.0,2016-02
22206670,275119,2016-03-13T20:30:39.000+02:00,VOICE,4577,1,0,528,0.0,2016-03
5218449,1729509,2016-01-26T05:27:29.000+02:00,DATA,37515,0,0,3127,0.18457,2016-01
16470481,1963019,2016-03-28T14:08:22.000+03:00,VOICE,30660,1,1,29,0.0,2016-03
12441238,1459609,2016-02-20T22:42:46.000+02:00,VOICE,25889,1,0,1550,0.0,2016-02
7714598,506409,2016-02-20T23:45:30.000+02:00,VOICE,9547,1,0,51,0.0,2016-02
20261545,144019,2016-03-08T20:19:10.000+02:00,VOICE,4577,1,0,76,0.0,2016-03
16947658,1324809,2016-03-25T20:35:33.000+02:00,VOICE,2858,1,0,5,0.0,2016-03
7169350,1282809,2016-02-04T19:02:35.000+02:00,DATA,12445,0,0,2171,0.575193,2016-02
11835033,1032709,2016-02-15T08:48:37.000+02:00,VOICE,28333,1,0,220,0.0,2016-02
17336560,1625809,2016-03-20T08:09:03.000+02:00,VOICE,16985,46,0,51,0.0,2016-03
21050416,1441809,2016-03-03T20:11:25.000+02:00,SMS,12240,1,0,1,0.0,2016-03
10748594,504119,2016-02-05T11:02:59.000+02:00,VOICE,11812,1,0,5,0.0,2016-02
6690750,1428509,2016-01-02T08:28:56.000+02:00,VOICE,5472,1,0,188,0.0,2016-01
288044,1208609,2016-01-05T20:12:05.000+02:00,VOICE,28458,203,0,22,0.0,2016-01
11330153,1705919,2016-02-05T06:09:59.000+02:00,DATA,21608,0,0,1559,5.094724,2016-02
5692672,1280919,2016-01-01T17:58:27.000+02:00,DATA,9146,0,0,5,0.013671,2016-01
5294864,1660019,2016-01-30T06:20:07.000+02:00,DATA,31398,0,0,5257,1.396483,2016-01
15924499,1826109,2016-03-02T03:41:08.000+02:00,VOICE,18446,40,0,9,0.0,2016-03
12597001,1942619,2016-02-19T22:03:07.000+02:00,VOICE,4577,1,0,778,0.0,2016-02
18060339,115109,2016-03-02T04:33:15.000+02:00,VOICE,26222,1,0,124,0.0,2016-03
14865263,494619,2016-03-19T18:30:05.000+02:00,VOICE,41682,1,0,530,0.0,2016-03
6224010,230319,2016-01-26T10:06:20.000+02:00,DATA,23382,0,0,6,0.015625,2016-01
2967675,1511819,2016-01-20T07:00:22.000+02:00,DATA,8889,0,0,3895,0.115234,2016-01
10464526,426919,2016-02-12T23:15:16.000+02:00,DATA,31537,0,0,5265,1.611328,2016-02
6725311,1507009,2016-01-21T16:08:25.000+02:00,DATA,25889,0,0,129,0.268554,2016-01
5770773,424319,2016-01-14T18:09:11.000+02:00,DATA,26619,0,0,108,0.010742,2016-01
9812142,1199619,2016-02-12T21:15:07.000+02:00,VOICE,37153,1,0,15,0.0,2016-02
21199288,1891719,2016-03-06T14:11:47.000+02:00,SMS,6587,1,0,1,0.0,2016-03
8568016,1319609,2016-02-03T11:34:58.000+02:00,DATA,22791,0,0,1644,60.008782,2016-02
15907791,1084919,2016-03-31T20:10:44.000+03:00,SMS,33608,5,0,1,0.0,2016-03
20889084,1316119,2016-03-08T00:20:14.000+02:00,DATA,32896,0,0,3173,0.507811,2016-03
14281230,1242719,2016-03-26T21:31:07.000+02:00,DATA,7579,0,0,6472,8.157225,2016-03
8442573,1197109,2016-02-17T20:21:32.000+02:00,VOICE,31397,1,0,72,0.0,2016-02
1654927,984409,2016-01-10T15:00:53.000+02:00,VOICE,31398,1,0,5,0.0,2016-01
6630809,1461819,2016-01-14T11:13:35.000+02:00,VOICE,13494,1,0,22,0.0,2016-01
816949,313219,2016-01-05T04:10:07.000+02:00,DATA,18069,0,0,6543,0.17578,2016-01
4042452,1554819,2016-01-21T06:18:13.000+02:00,DATA,35613,0,0,6269,0.105468,2016-01
19223033,1990119,2016-03-26T16:35:28.000+02:00,DATA,15677,0,0,0,0.000976,2016-03
6939250,408709,2016-01-21T08:07:08.000+02:00,DATA,4574,0,0,11,0.008788,2016-01
12408558,1413709,2016-02-18T19:29:15.000+02:00,VOICE,4651,1,1,44,0.0,2016-02
